Date,Line Number,Station Number,Station,Ride Type,Before 6AM,06AM-07AM,07AM - 08AM,08AM - 09AM,09AM-10AM,10AM-11AM,11AM-12PM,12PM-13PM,13PM-14PM,14PM-15PM,15PM-16PM,16PM-17PM,17PM-18PM,18PM-19PM,19PM-20PM,20PM-21PM,21PM-22PM,22PM-23PM,23PM-24AM,After 24AM
2024.1.1,7,2735,Banpo,alighting,13,100,87,157,269,154,197,152,144,186,173,166,195,175,95,96,78,56,67,0
2024.1.1,7,2736,Express Bus Terminal,boarding,50,71,150,237,227,378,551,552,812,940,1232,1363,1401,1495,1541,1797,1348,822,337,0
2024.1.1,7,2736,Express Bus Terminal,alighting,69,347,226,269,338,392,429,491,585,588,507,533,455,367,282,223,219,98,57,0
2024.1.1,7,2737,Naebang,boarding,61,145,111,131,197,301,241,256,261,279,304,276,310,242,186,161,164,127,50,1
2024.1.1,7,2737,Naebang,alighting,22,139,126,255,223,149,177,202,212,241,283,286,359,309,239,212,208,174,103,63
2024.1.1,7,2738,Isu,boarding,187,174,124,229,214,277,365,395,416,491,434,483,473,418,382,387,396,323,159,2
2024.1.1,7,2738,Isu,alighting,37,116,92,195,260,250,321,324,424,470,555,580,549,492,437,380,305,247,167,17
2024.1.1,7,2739,Namseong,boarding,100,180,200,252,292,313,341,355,354,348,324,258,238,208,150,137,135,98,37,0
2024.1.1,7,2739,Namseong,alighting,28,104,91,154,153,169,207,255,251,313,349,407,419,409,336,397,313,308,187,8
2024.1.1,7,2740,Soongsil Univ.(Salpijae),boarding,125,116,131,195,259,321,334,316,395,379,351,336,278,252,150,169,134,121,59,0
2024.1.1,7,2740,Soongsil Univ.(Salpijae),alighting,35,159,99,107,166,140,178,235,271,303,364,441,485,444,438,384,398,361,261,5
2024.1.1,7,2741,Sangdo,boarding,117,117,116,178,249,284,293,405,327,337,341,324,308,218,191,142,158,141,57,0
2024.1.1,7,2741,Sangdo,alighting,38,122,106,135,154,187,182,200,251,300,347,381,383,402,348,325,337,272,244,1
2024.1.1,7,2742,Jangseungbaegi,boarding,95,95,109,179,221,209,302,256,293,237,258,222,227,210,157,141,103,98,41,0
2024.1.1,7,2742,Jangseungbaegi,alighting,15,95,102,96,138,177,167,204,214,225,302,318,316,263,223,265,275,183,153,8
2024.1.1,7,2743,Sindaebangsamgeori,boarding,181,160,210,285,374,378,399,466,503,504,460,472,386,313,264,207,219,149,76,0
2024.1.1,7,2743,Sindaebangsamgeori,alighting,23,135,147,180,242,209,267,415,433,387,482,626,570,524,459,456,493,378,251,22
2024.1.1,7,2744,Boramae,boarding,71,67,75,120,132,133,173,224,209,196,197,176,177,164,164,109,87,61,32,0
2024.1.1,7,2744,Boramae,alighting,21,64,39,69,112,109,181,146,184,204,217,227,223,248,194,178,215,183,100,16
2024.1.1,7,2745,Sinpung,boarding,161,138,173,287,308,343,326,385,378,352,372,326,282,237,179,136,125,71,52,2
2024.1.1,7,2745,Sinpung,alighting,32,111,110,154,190,239,231,226,276,297,353,357,359,329,291,281,300,258,142,29
2024.1.1,7,2746,Daerim (Guro-gu Office),boarding,126,153,182,275,362,409,436,475,578,837,744,602,650,540,450,325,246,161,83,0
2024.1.1,7,2746,Daerim (Guro-gu Office),alighting,22,94,80,163,296,592,1012,650,516,520,458,516,498,401,270,240,308,240,125,0
2024.1.1,7,2747,Namguro,boarding,128,198,213,380,412,396,405,415,440,457,413,424,362,389,367,233,172,131,76,0
2024.1.1,7,2747,Namguro,alighting,27,121,106,157,233,355,479,404,390,415,458,446,407,392,328,352,413,302,130,21
2024.1.1,7,2748,Gasan Digital Complex,boarding,111,126,150,171,245,246,368,478,569,699,841,796,828,722,565,453,504,228,83,1
2024.1.1,7,2748,Gasan Digital Complex,alighting,36,128,138,237,390,481,701,714,782,800,770,689,567,478,328,336,276,225,154,22
2024.1.1,7,2749,Cheolsan,boarding,170,232,249,319,450,495,558,713,645,679,579,613,518,427,377,337,379,276,137,0
2024.1.1,7,2749,Cheolsan,alighting,79,184,169,257,375,320,375,451,537,457,572,668,797,674,580,516,513,396,280,30
2024.1.1,7,2750,Gwangmyeongsageori,boarding,214,199,269,404,490,580,679,774,832,863,917,839,711,615,484,380,304,180,78,1
2024.1.1,7,2750,Gwangmyeongsageori,alighting,73,187,187,237,421,451,579,734,806,818,825,801,825,708,562,527,462,388,267,30
2024.1.1,7,2751,Cheonwang,boarding,95,99,139,239,317,283,314,341,353,303,305,312,257,242,166,123,90,71,27,0
2024.1.1,7,2751,Cheonwang,alighting,32,125,108,121,122,108,161,215,262,284,365,318,361,397,317,298,279,243,153,14
2024.1.1,7,2752,Onsu(Sungkonghoe Univ.),boarding,94,89,104,170,206,234,239,250,330,232,213,190,194,134,130,90,88,64,36,1
2024.1.1,7,2752,Onsu(Sungkonghoe Univ.),alighting,21,62,60,109,167,123,126,152,154,178,261,247,261,302,223,186,196,203,154,87
2024.1.1,7,2811,Amsa,boarding,228,365,324,390,481,513,539,601,669,558,553,497,419,343,250,229,194,107,40,0
2024.1.1,7,2811,Amsa,alighting,27,134,117,276,303,263,305,320,442,512,551,618,634,596,556,530,468,448,258,33
2024.1.1,8,2812,Cheonho(Pungnaptoseong),boarding,139,221,219,337,372,360,419,486,502,470,568,533,464,437,373,301,285,177,96,0
2024.1.1,8,2812,Cheonho(Pungnaptoseong),alighting,29,186,133,180,239,248,387,370,536,637,609,659,725,706,544,531,499,367,188,30
2024.1.1,8,2813,Gangdong-gu Office,boarding,78,135,137,183,217,229,270,324,313,314,263,295,273,211,162,159,98,57,28,0
2024.1.1,8,2813,Gangdong-gu Office,alighting,32,97,82,112,132,130,162,225,252,255,298,387,337,398,302,203,246,213,115,12
2024.1.1,8,2814,Mongchontoseong(World Peace Gate),boarding,93,96,82,799,252,210,243,305,256,301,264,244,229,201,154,167,138,101,51,0
2024.1.1,8,2814,Mongchontoseong(World Peace Gate),alighting,56,557,728,87,151,171,173,206,251,202,229,261,264,214,194,179,139,131,81,0
2024.1.1,8,2815,Jamsil (Songpa-gu Office),boarding,181,151,91,109,150,198,320,407,531,762,965,1030,1119,1163,940,916,857,508,173,0
2024.1.1,8,2815,Jamsil (Songpa-gu Office),alighting,60,116,198,418,531,706,839,1051,1242,1101,1057,982,854,604,399,256,161,118,83,15
2024.1.1,8,2816,Seokchon,boarding,58,102,94,116,149,157,186,226,249,299,266,221,264,255,208,206,178,124,56,0
2024.1.1,8,2816,Seokchon,alighting,15,85,66,147,199,215,274,364,268,365,379,370,442,333,239,195,221,159,88,13
2024.1.1,8,2817,Songpa,boarding,55,136,157,121,195,265,256,286,314,292,283,268,222,204,129,127,93,75,35,0
2024.1.1,8,2817,Songpa,alighting,13,84,58,159,164,147,135,172,220,215,301,361,323,315,284,217,213,184,98,10
2024.1.1,8,2818,Garak Market,boarding,61,112,67,70,107,134,167,172,199,218,254,185,188,189,151,142,149,109,42,2
2024.1.1,8,2818,Garak Market,alighting,32,77,114,211,182,159,174,213,207,213,239,287,229,216,169,143,127,81,45,34
2024.1.1,8,2819,Munjeong,boarding,76,156,119,129,152,205,246,252,274,291,316,299,292,254,211,197,200,141,53,2
2024.1.1,8,2819,Munjeong,alighting,38,100,114,163,245,215,207,236,252,264,331,354,334,367,301,267,238,216,131,2
2024.1.1,8,2820,Jangji,boarding,94,256,144,188,263,293,352,474,504,530,650,741,785,645,486,558,426,210,70,0
2024.1.1,8,2820,Jangji,alighting,63,167,315,393,473,408,465,481,521,545,744,616,598,593,310,284,313,253,135,0
2024.1.1,8,2821,Bokjeong,boarding,94,102,111,137,125,169,186,217,224,202,267,235,247,183,127,141,120,72,32,0
2024.1.1,8,2821,Bokjeong,alighting,34,125,86,102,124,119,122,105,142,146,231,213,287,222,167,168,200,175,64,15
2024.1.1,8,2822,Sanseong,boarding,81,88,71,154,225,255,226,233,239,267,271,243,221,138,106,83,48,19,13,1
2024.1.1,8,2822,Sanseong,alighting,45,113,49,75,119,124,123,188,131,159,205,196,214,252,210,234,202,171,94,10
2024.1.1,8,2823,Namhansanseong(Seongnam Court & Prosecutors' Office),boarding,141,178,190,311,383,369,398,465,474,389,414,374,358,255,162,158,95,67,24,0
2024.1.1,8,2823,Namhansanseong(Seongnam Court & Prosecutors' Office),alighting,120,229,122,93,161,165,199,245,256,277,364,454,413,463,360,367,390,334,204,30
2024.1.1,8,2824,Dandaeogeori,boarding,168,159,185,245,316,333,371,406,445,410,397,304,276,257,204,163,134,82,27,5
2024.1.1,8,2824,Dandaeogeori,alighting,63,155,90,134,171,145,191,276,228,287,371,408,474,422,387,399,365,299,183,28
2024.1.1,8,2825,Sinheung,boarding,50,78,73,111,150,129,143,211,197,202,224,252,260,164,119,96,93,55,20,0
2024.1.1,8,2825,Sinheung,alighting,13,56,59,64,91,96,144,189,227,230,244,245,230,214,194,175,165,170,81,6
2024.1.1,8,2826,Sujin,boarding,90,97,93,157,173,137,158,214,169,199,192,184,160,115,105,63,56,33,18,0
2024.1.1,8,2826,Sujin,alighting,11,46,57,51,75,98,86,114,158,178,151,219,173,176,151,152,169,142,71,7
2024.1.1,8,2827,Moran,boarding,140,85,67,65,107,91,148,188,218,205,214,253,197,136,123,125,125,106,53,1
2024.1.1,8,2827,Moran,alighting,12,63,57,55,100,84,120,132,161,125,188,165,213,180,143,85,110,67,67,14
2024.1.1,8,2828,Namwirye ,boarding,37,74,70,73,117,138,139,203,187,190,231,225,173,153,115,108,122,79,42,0
2024.1.1,8,2828,Namwirye ,alighting,34,82,59,93,90,117,132,121,170,212,216,255,222,213,150,158,112,123,91,8
